"LTER_site","local_site","year","collect_date","plot_num","fert","veg_class","snow","snow_recovery","USDA_Symbol","hits","simple_name","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"GERO2",8,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"HEMO3",3,"Helictotrichon mortonianum","Helictotrichon mortonianum (Scribn.) Henr.","Morton's alpine oatgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"KOMY",11,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"LLSE",2,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"MELA3",0.1,"Mertensia lanceolata","Mertensia lanceolata (Pursh) DC.","prairie bluebells","Dicot","Boraginaceae","Borage family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"ORALA",17,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"PHPU5",4,"Phlox pulvinata","Phlox pulvinata (Wherry) Cronquist","cushion phlox","Dicot","Polemoniaceae","Phlox family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"POAL2",4,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"POBI6",5,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"SEDES",2,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"SELA",1,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"SIACS2",6,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",15,"PP","DM",0,0,"TRDA2",39,"Trifolium dasyphyllum","Trifolium dasyphyllum Torr. & A. Gray","alpine clover","Dicot","Fabaceae","Pea family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"2BARE",4,"Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"2LICHN",11,"Lichen",NA,"Lichen",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"2LTR",2,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"ARFEF3",1,"Arenaria fendleri","Arenaria fendleri A. Gray var. fendleri","Fendler's sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"ARSC",1,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"CAUN2",4,"Campanula uniflora","Campanula uniflora L.","arctic bellflower","Dicot","Campanulaceae","Bellflower family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"DECE",3,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"DRAU",2,"Draba aurea","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"FEBR",4,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"GERO2",7,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"KOMY",77,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"LLSE",1,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"MIOB2",2,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"ORALA",7,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"POVI3",1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"SARH2",0.1,"Saxifraga rhomboidea","Saxifraga rhomboidea Greene","diamondleaf saxifrage","Dicot","Saxifragaceae","Saxifrage family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"SEDES",4,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"SELA",1,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"SIACS2",3,"Silene acaulis","Silene acaulis (L.) Jacq. var. subacaulescens (F.N. Williams) Fernald & H. St. John","moss campion","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"TEACC",3,"Tetraneuris acaulis","Tetraneuris acaulis (Pursh) Greene var. caespitosa A. Nelson","caespitose four-nerve daisy","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"TRSP2",3,"Trisetum spicatum","Trisetum spicatum (L.) K. Richt.","spike trisetum","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",16,"PP","DM",0,0,"VILA10",1,"Viola labradorica","Viola labradorica Schrank","alpine violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"2GRAM",1,"Grass sp.",NA,"Graminoid (grass or grass-like)",NA,NA,NA,"Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"2LTR",8,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"ARSC",13,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"CAOC4",2,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"CARUD",5,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"CASC12",4,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"CEARS2",1,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"DECE",30,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"DRAU",1,"Draba aurea","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"ERSI3",8,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"FEBR",4,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"GEAL2",3,"Gentiana algida","Gentiana algida Pall.","whitish gentian","Dicot","Gentianaceae","Gentian family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"GERO2",53,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"KOMY",3,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"LLSE",6,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"MIOB2",3,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"NOFEG",2,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"ORALA",3,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"POBI6",2,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"PODI2",2,"Potentilla diversifolia","Potentilla diversifolia Lehm.","varileaf cinquefoil","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"POVI3",0.1,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"STLO2",0.1,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"TRPAP",5,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",17,"CC","MM",0,0,"VILA10",2,"Viola labradorica","Viola labradorica Schrank","alpine violet","Dicot","Violaceae","Violet family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"2LTR",14,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"2SCAT",0.1,"Scat",NA,NA,NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"ARSC",10,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"CAOC4",1,"Castilleja occidentalis","Castilleja occidentalis Torr.","western Indian paintbrush","Dicot","Scrophulariaceae","Figwort family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"CARUD",1,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"CASC12",2,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"DECE",12,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"DROC",30,"Dryas octopetala","Dryas octopetala L.","eightpetal mountain-avens","Dicot","Rosaceae","Rose family","Perennial","Subshrub, Shrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"ERSI3",6,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"FEBR",2,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"GEAL2",6,"Gentiana algida","Gentiana algida Pall.","whitish gentian","Dicot","Gentianaceae","Gentian family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"GERO2",26,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"LLSE",22,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"MIOB2",2,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"POAL2",0.1,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"POBI6",3,"Polygonum bistortoides","Polygonum bistortoides Pursh","American bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"POVI3",4,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"SAGL",7,"Salix glauca","Salix glauca L.","grayleaf willow","Dicot","Salicaceae","Willow family","Perennial","Tree, Shrub"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"SEDES",2,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"STLO2",4,"Stellaria longipes","Stellaria longipes Goldie","longstalk starwort","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",18,"CC","MM",0,0,"TRPAP",6,"Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"2LTR",18,"Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"ARSC",13,"Artemisia scopulorum","Artemisia scopulorum A. Gray","alpine sagebrush","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"CARUD",2,"Carex rupestris","Carex rupestris All. var. drummondiana (Dewey) L.H. Bailey","Drummond's sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"CASC12",3,"Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"CEARS2",4,"Cerastium arvense","Cerastium arvense L. ssp. strictum (L.) Ugborogho","field chickweed","Dicot","Caryophyllaceae","Pink family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"DECE",26,"Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"DRAU",1,"Draba aurea","Draba aurea Vahl ex Hornem.","golden draba","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"ERSI3",8,"Erigeron simplex","Erigeron simplex Greene","onestem fleabane","Dicot","Asteraceae","Aster family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"FEBR",9,"Festuca brachyphylla","Festuca brachyphylla Schult. ex Schult. & Schult. f.","alpine fescue","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"GERO2",23,"Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"JUNCU",2,"Juncus sp.","Juncus L.","rush","Monocot","Juncaceae","Rush family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"KOMY",5,"Kobresia myosuroides","Kobresia myosuroides (Vill.) Fiori","Bellardi bog sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"LLSE",9,"Lloydia serotina","Lloydia serotina (L.) Salisb. ex Rchb.","common alplily","Monocot","Liliaceae","Lily family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"MIOB2",8,"Minuartia obtusiloba","Minuartia obtusiloba (Rydb.) House","twinflower sandwort","Dicot","Caryophyllaceae","Pink family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"NOFEG",1,"Noccaea fendleri","Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch","alpine pennycress","Dicot","Brassicaceae","Mustard family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"ORALA",2,"Oreoxis alpina","Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina","alpine oreoxis","Dicot","Apiaceae","Carrot family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"POAL2",1,"Poa alpina","Poa alpina L.","alpine bluegrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"POVI3",2,"Polygonum viviparum","Polygonum viviparum L.","alpine bistort","Dicot","Polygonaceae","Buckwheat family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"SEDES",7,"Selaginella densa","Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon","Rocky Mountain spikemoss","Lycopod","Selaginellaceae","Spike-moss family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"SELA",0.1,"Sedum lanceolatum","Sedum lanceolatum Torr.","spearleaf stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2012,"m",19,"CC","MM",0,0,"SOSIN",2,"Solidago simplex","Solidago simplex Kunth ssp. simplex var. nana (A. Gray) Ringius","dwarf goldenrod","Dicot","Asteraceae","Aster family","Perennial","Forb/herb"
